P,P,C,1B,2B,3B,SS,OF,OF,OF
42976953,42976887,42977026,42976912,42976826,42976901,42976967,42976933,42977010,42976948
42976887,42976849,42976937,42976912,42976826,42976808,42976862,42976807,42977010,42976948
42976953,42976887,42976969,42976811,42976826,42977031,42977097,42976873,42976930,42976809
42976953,42976887,42977026,42976811,42977144,42977031,42977072,42977172,42977010,42977043
42976953,42976887,42976937,42977161,42977054,42976901,42977128,42976873,42976807,42988357
42976830,42976887,42976937,42976912,42976826,42977031,42977097,42988357,42976873,42977010
42976953,42976887,42976941,42977161,42976826,42977039,42977128,42976946,42976930,42977043
42977067,42976887,42977087,42976881,42977144,42977031,42976967,42988357,42976943,42977043
42977093,42976887,42977087,42976912,42977144,42977031,42977097,42976807,42976933,42976962
42976817,42976887,42976937,42976811,42976826,42976808,42976862,42976946,42976933,42977043
42976817,42976887,42976937,42977054,42977144,42977031,42977097,42988357,42976807,42976977
42976817,42976887,42976937,42976811,42977144,42977031,42976967,42976884,42976873,42977010
42976953,42976849,42977087,42976912,42977144,42977031,42977072,42976807,42977043,42976943
42976953,42976887,42977087,42976811,42976826,42976808,42977128,42976884,42977043,42976930
42976953,42976817,42977087,42976912,42976956,42977031,42977128,42988357,42977172,42977043
42976953,42976887,42977087,42976811,42977144,42976963,42977097,42988357,42977043,42976943
42976830,42976887,42976937,42976860,42976826,42976808,42976967,42976930,42977010,42977043
42976830,42976953,42977087,42976912,42976956,42977031,42977097,42988357,42976943,42977103
42976830,42976887,42977026,42976912,42976896,42977039,42976967,42976930,42976943,42977043
42976953,42976887,42977087,42977161,42976826,42977031,42977097,42976884,42976977,42976873
42976817,42976887,42977026,42976841,42976826,42976808,42977128,42988357,42977043,42976930
42976817,42976953,42976937,42977161,42976826,42976901,42977128,42988357,42976847,42977010
42976817,42976887,42977139,42977161,42976896,42976901,42977128,42988357,42976847,42977043
42976953,42976887,42976969,42977054,42976826,42976901,42976967,42976873,42977043,42976809
42976953,42976887,42977026,42977161,42977054,42976963,42977128,42976807,42976847,42976889
42977093,42976887,42976937,42977161,42977144,42977031,42977097,42976873,42976847,42977010
42976817,42976887,42976969,42976811,42976826,42977031,42976967,42976930,42977010,42977050
42976953,42976887,42976941,42976811,42977144,42977031,42977128,42988357,42976873,42977043
42976953,42976887,42977026,42977161,42976826,42976963,42976967,42976977,42976930,42977043
42977080,42976887,42976969,42977161,42976896,42976901,42977128,42976977,42976807,42977043
42976817,42976887,42976969,42977054,42976826,42977031,42976967,42976977,42976946,42977043
42976953,42976817,42977026,42977161,42976826,42977031,42976967,42988357,42977043,42976956
42976953,42976887,42976941,42977054,42976826,42977031,42977128,42976807,42976946,42988357
42976817,42976953,42977087,42977161,42976956,42977031,42977097,42988357,42976807,42976933
42976817,42976887,42976969,42976912,42976826,42976914,42976967,42977017,42977043,42977010
42976953,42976817,42976937,42977161,42976826,42976901,42977097,42977017,42977043,42976930
42977067,42976887,42977139,42977161,42977144,42977031,42977128,42976884,42988357,42976807
42976849,42976887,42977087,42977161,42977054,42977031,42977128,42976807,42976847,42977043
42976953,42976849,42976937,42977161,42977129,42977031,42976967,42976847,42976807,42976977
42976830,42976953,42977026,42976912,42976826,42976814,42976967,42988357,42977010,42977043
42976817,42976887,42977026,42976811,42977054,42977031,42977097,42976930,42977010,42977043
42976817,42976887,42977026,42976881,42976826,42976914,42976967,42976847,42976930,42977043
42976830,42976887,42977139,42976912,42976826,42976808,42976967,42976948,42976933,42977043
42976817,42976953,42977087,42976811,42977144,42977031,42976967,42976807,42976884,42977043
42976953,42976887,42977026,42976811,42976826,42977039,42976967,42976908,42976809,42976930
42976953,42976817,42977087,42977161,42977054,42977031,42977128,42976807,42976977,42976873
42976953,42976887,42977026,42976811,42976826,42977031,42976967,42988357,42976847,42977017
42976830,42976887,42977026,42976811,42976826,42976963,42976967,42976809,42976943,42977043
42977080,42976887,42977026,42977161,42976826,42976808,42976967,42976807,42977043,42976809
42976817,42976887,42976937,42976912,42976896,42976808,42976862,42976807,42977050,42977010
42976953,42976887,42976937,42976881,42977144,42977031,42977097,42977072,42977010,42976948
42976953,42976887,42976937,42976912,42977144,42977031,42977097,42976884,42977010,42976809
42976953,42976887,42976937,42976912,42977129,42977031,42977097,42976873,42976946,42976933
42976817,42976887,42976937,42976912,42977129,42976903,42977128,42976847,42977043,42977010
42976953,42976887,42976937,42977161,42977054,42976901,42977128,42976847,42977043,42976978
42976953,42976887,42976923,42977065,42976826,42977039,42976967,42977043,42976809,42976908
42976953,42976887,42977126,42976912,42977054,42976901,42977128,42976807,42976847,42977043
42976953,42976887,42976937,42976912,42977129,42976808,42976967,42976977,42977010,42976933
42976953,42976887,42976969,42976912,42977144,42977031,42977097,42977172,42977010,42976933
42976953,42976887,42976937,42976912,42977054,42976963,42977128,42976807,42976946,42976977
42976817,42976887,42976937,42976912,42977144,42977031,42976862,42977172,42976807,42976933
42976953,42976887,42976923,42976912,42976826,42977039,42977170,42976930,42976943,42976809
42976953,42976887,42976937,42976912,42977129,42977031,42976862,42976873,42977043,42976948
42976830,42976887,42976937,42976912,42977144,42977031,42977072,42977172,42977010,42976943
42976953,42976887,42976941,42976912,42977054,42977031,42977128,42976946,42977010,42976943
42976817,42976887,42976937,42976912,42977144,42977031,42977097,42977172,42977050,42977010
42976817,42976887,42976937,42976912,42976826,42976901,42976862,42976977,42976933,42977010
42976953,42976887,42976937,42976912,42977054,42976901,42977128,42976977,42977010,42976948
42976953,42976887,42977087,42976881,42976826,42977031,42976967,42977043,42976972,42976930
42976953,42976887,42976937,42977161,42977144,42977031,42977128,42977072,42976977,42976873
42976953,42976887,42976937,42976912,42977129,42977031,42976862,42976807,42988357,42977172
42976953,42976887,42976937,42977161,42977144,42977031,42976862,42976847,42976948,42976933
42976953,42976887,42976937,42977161,42977054,42976963,42977170,42976807,42976889,42976809
42976817,42976887,42977139,42976912,42977144,42977031,42977097,42977072,42977010,42976962
42976953,42976887,42977087,42976912,42976826,42977031,42977097,42977172,42976948,42977010
42976817,42976953,42976937,42976912,42977129,42977031,42976862,42976847,42976807,42976933
42976953,42976887,42976937,42976912,42977129,42977039,42977097,42988357,42976847,42977010
42976953,42976887,42976937,42976881,42976826,42977031,42977097,42977072,42977172,42988357
42976953,42976887,42976937,42976912,42976826,42976903,42977128,42976873,42988357,42977010
42976830,42976953,42976937,42976912,42977129,42977031,42977097,42977010,42976933,42977103
42976817,42976887,42976937,42977161,42976896,42977031,42977128,42976847,42976946,42976977
42976953,42976887,42977087,42976881,42977144,42977031,42976862,42988357,42977010,42976943
42976817,42976953,42977087,42976912,42976826,42977031,42976862,42976933,42977043,42977010
42976953,42976887,42976937,42977161,42977054,42976901,42976862,42976807,42976948,42977010
42976953,42976887,42977026,42977065,42976826,42977039,42976967,42977043,42976930,42976978
42976817,42976887,42976937,42977161,42977054,42976901,42977128,42976807,42977010,42977050
42976817,42976887,42976937,42976841,42977144,42977031,42977097,42977072,42976873,42977010
42976817,42976887,42976937,42976912,42977129,42976901,42977128,42976807,42976977,42976847
42976953,42976887,42976937,42976912,42977129,42976808,42976862,42988357,42977010,42977043
42976830,42976887,42977087,42976881,42977144,42977031,42977097,42976908,42976889,42977010
42976817,42976887,42977087,42976912,42977144,42977031,42977128,42976807,42976873,42977050
42976817,42976887,42977087,42976881,42977144,42977031,42977128,42976807,42976946,42976847
42976953,42976887,42976937,42976881,42976826,42976885,42976856,42976884,42976908,42976978
42976953,42976887,42976937,42976881,42977144,42976885,42976856,42976943,42976962,42977060
42976953,42976887,42976937,42977159,42977144,42976885,42976856,42977010,42976889,42976978
42976953,42976887,42976937,42977065,42976826,42976808,42976856,42976889,42976962,42976978
42976817,42976887,42976937,42977065,42977144,42977031,42976856,42976807,42976962,42977060
42976953,42976887,42976937,42977065,42977129,42976885,42976862,42977043,42976933,42976978
42976953,42976887,42976937,42976912,42977129,42976885,42976856,42976807,42976978,42977060
42976953,42976887,42976937,42977159,42977129,42976885,42976862,42976807,42976847,42977010
42976953,42976887,42977126,42976881,42976826,42976885,42977128,42977010,42976962,42977060
42976953,42976887,42976937,42976881,42977129,42977039,42976862,42976884,42976889,42977010
42976953,42976887,42977126,42977065,42977054,42976885,42976856,42976807,42976977,42976943
42976953,42976887,42977126,42976881,42976826,42977031,42976856,42977043,42976948,42977060
42976953,42976887,42977126,42977159,42976826,42976885,42977128,42976807,42976977,42976946
42976817,42976887,42976937,42976841,42976896,42976885,42976856,42977010,42976962,42977060
42976953,42976887,42976937,42976881,42977129,42976903,42976856,42976807,42976948,42976962
42976953,42976887,42976825,42977159,42977129,42977039,42977170,42976908,42976943,42976889
42976817,42976887,42976937,42977065,42976826,42976885,42976967,42977043,42977060,42976978
42976953,42976887,42976937,42977159,42976826,42976885,42976856,42988357,42976807,42976962
42976953,42976887,42976937,42976912,42977129,42976885,42977128,42976884,42976847,42976933
42977093,42976887,42976937,42977065,42976896,42976885,42976856,42976943,42977050,42976978
42976953,42976887,42976825,42977159,42976826,42977031,42976862,42976933,42976908,42977010
42976953,42976887,42976923,42976881,42976826,42976963,42977170,42976943,42976962,42977060
42976817,42976953,42976937,42977159,42976956,42976885,42976856,42976807,42976933,42976978
42976953,42976817,42976937,42977065,42976826,42976903,42977128,42977010,42976933,42976978
42976953,42976887,42977126,42977065,42976826,42976885,42976856,42976873,42977043,42976962
42977080,42976887,42976937,42977065,42976826,42976885,42977128,42977050,42976962,42976978
42976830,42976887,42976937,42977159,42976896,42977039,42976856,42976908,42976943,42976889
42976953,42976887,42976937,42976881,42977129,42976903,42976862,42976943,42976930,42977043
42976953,42976887,42976825,42977054,42977129,42976903,42977128,42976807,42977010,42977043
42976953,42976887,42976923,42977065,42976826,42976885,42976963,42976908,42976943,42976978
42976953,42976887,42977126,42977065,42976826,42976885,42976967,42976933,42976889,42976978
42976953,42976887,42976825,42976912,42976826,42976903,42977128,42976807,42976933,42976948
42976817,42976887,42976937,42976881,42976896,42976903,42977128,42977010,42976948,42976962
42976953,42976887,42976923,42977159,42976826,42977039,42976856,42976908,42976943,42976972
42977067,42976887,42977126,42977065,42976826,42977039,42976856,42977043,42976943,42976978
42976953,42976887,42977126,42977159,42977144,42977031,42977128,42977043,42976962,42976978
42977093,42976887,42976937,42976881,42977129,42977031,42976862,42976908,42977010,42976962
42976953,42976887,42976923,42977065,42977129,42977039,42977170,42976972,42977010,42976943
42976953,42976887,42976969,42976881,42976826,42976808,42976856,42976972,42977043,42976962
42976953,42976887,42976923,42977065,42977144,42977031,42977170,42976946,42976908,42976943
42976830,42976887,42976825,42976912,42977129,42977031,42977170,42976889,42977010,42976943
42976830,42976953,42976937,42976881,42976956,42976885,42976856,42977043,42976962,42976978
42976953,42976887,42977126,42976881,42977054,42977039,42977128,42976807,42976946,42976889
42976830,42976887,42976937,42976881,42976896,42976963,42977170,42976943,42977010,42976908
42976953,42976887,42976937,42976912,42977129,42976903,42977170,42976933,42976972,42976943
42976953,42976887,42976825,42977159,42977054,42976901,42977128,42976977,42976807,42976889
42976953,42976887,42976923,42977065,42977144,42977039,42976967,42976943,42976889,42976978
42976953,42976817,42976937,42976912,42976956,42976932,42976862,42976933,42977010,42977103
42976817,42976887,42977139,42976881,42976896,42976885,42976845,42977050,42976933,42977010
42976817,42976953,42976937,42977159,42976826,42976885,42976967,42977103,42976978,42976962
42976953,42976887,42976941,42976881,42977054,42976903,42977128,42976807,42976943,42976978
42976953,42976887,42977026,42976912,42977129,42976885,42977170,42976908,42976933,42977010
42976830,42976887,42976937,42976841,42976896,42976903,42976845,42977010,42976943,42977050
42977080,42976887,42977126,42977159,42976896,42976885,42977128,42977043,42976943,42976978
42976830,42976887,42977139,42977065,42976896,42977039,42977170,42976908,42976943,42976962
42976953,42976817,42976937,42977065,42976956,42976814,42976856,42976978,42977103,42976962
42976953,42976887,42976937,42977159,42976826,42976903,42976862,42976933,42976889,42976809
42976953,42976887,42977087,42977159,42977144,42977031,42976856,42977172,42976908,42976943
42976953,42976887,42976923,42977159,42977054,42976885,42976856,42976943,42977043,42976978
42976953,42976887,42976825,42976912,42977144,42977039,42976862,42976943,42976933,42977010
42976817,42976887,42976937,42976912,42976826,42976885,42976856,42976933,42976948,42976978
42976817,42976887,42976937,42976841,42976896,42977031,42976845,42976873,42976933,42977050
42976953,42976887,42977126,42976881,42977144,42976885,42977097,42976807,42976978,42976962
42976817,42976953,42976825,42976912,42976826,42977031,42976862,42976807,42976948,42977103
42976953,42976887,42976923,42976881,42977144,42977031,42977097,42977172,42976908,42976809
42977080,42976953,42976937,42977065,42976826,42976885,42976856,42976847,42976943,42976978
42976817,42976953,42976937,42976881,42976956,42976814,42977072,42977010,42976850,42977103
42976953,42976887,42977126,42976881,42976826,42976963,42976862,42976943,42976889,42976809
42976953,42976887,42976825,42977161,42977129,42977031,42977128,42976977,42976948,42977010
42976817,42976953,42976937,42977065,42976956,42977031,42976822,42988357,42977103,42976850
42976953,42976887,42976937,42977159,42977144,42977039,42976862,42976908,42976809,42976943
42977093,42976887,42976937,42976912,42977129,42976885,42977170,42976884,42977010,42976943
42976830,42976887,42976937,42977065,42977129,42977039,42977170,42976943,42976889,42976809
42976817,42976887,42977139,42976841,42976896,42976885,42976845,42976807,42976962,42976978
42976953,42976887,42976923,42977065,42977054,42976901,42977128,42976977,42976943,42976978
42976817,42976887,42976825,42976841,42976896,42976914,42977128,42976807,42977050,42976869
42976953,42976887,42976941,42976881,42977129,42976903,42977097,42976807,42976933,42977010
42976817,42976887,42977139,42976841,42976896,42976914,42976862,42977043,42977050,42976978
42976830,42976887,42977139,42976881,42976896,42976885,42976856,42976908,42976889,42976978
42976953,42976887,42977087,42977065,42977144,42977031,42976856,42977072,42976889,42977043
42977067,42976887,42977126,42977065,42976896,42976901,42977128,42976977,42976807,42977050
42977093,42976887,42976825,42976841,42976896,42977039,42977170,42976908,42977050,42976943
42976953,42976887,42976937,42977161,42977129,42977039,42977128,42976946,42976847,42976948
42976817,42976953,42977126,42977065,42976826,42976901,42977128,42976807,42976946,42977010
42976817,42976887,42976937,42976841,42977129,42976885,42977128,42976933,42976948,42976810
42977093,42976887,42976937,42976841,42976896,42976903,42976862,42976933,42976809,42976943
42977093,42976887,42976937,42977065,42977144,42977031,42976963,42976943,42976908,42976809
42976953,42976887,42976969,42977159,42976826,42976885,42976967,42977017,42977043,42976978
42976817,42976887,42976825,42977161,42976826,42976885,42977128,42976977,42976884,42976807
42976817,42976887,42977139,42976881,42976896,42977031,42976845,42976946,42977043,42976810
42976953,42976887,42977026,42977159,42976826,42976808,42976967,42976972,42976943,42976978
42976817,42976887,42976937,42976841,42976896,42976903,42976862,42976847,42977043,42976948
42976953,42976887,42976937,42977161,42977129,42977039,42976963,42976908,42976972,42976943
42977093,42976953,42976937,42976881,42976956,42976903,42976862,42976943,42977010,42976962
42977067,42976887,42976923,42977159,42976896,42977039,42977128,42976943,42976908,42976809
42977067,42976887,42976923,42976881,42976826,42976885,42976856,42977043,42976978,42976962
42977067,42976887,42977126,42976881,42977054,42976885,42977128,42976943,42976908,42976978
42976953,42976887,42976969,42976881,42977129,42976963,42977170,42976972,42976943,42976889
42976953,42976887,42976937,42976811,42977129,42976963,42977170,42976809,42976933,42976908
42976830,42976887,42977139,42976841,42976896,42976914,42976856,42976943,42977050,42976962
42977093,42976887,42976937,42976841,42977129,42976903,42976862,42976807,42977050,42977010
42977080,42976887,42976937,42976881,42976896,42976914,42976862,42976948,42977043,42977010
42976830,42976887,42977139,42976841,42976896,42977031,42976862,42977010,42976933,42976810
42976953,42976817,42977026,42976881,42976956,42976885,42976856,42977010,42977103,42976978
42977067,42976887,42977126,42977159,42976896,42977039,42977170,42977050,42976889,42976943
42976817,42976887,42977139,42977161,42976896,42976885,42976856,42976807,42976977,42976847
42976817,42976887,42977139,42976841,42977144,42977031,42976845,42977050,42977010,42976810
42976817,42976887,42977139,42977065,42976826,42976914,42976845,42977043,42977050,42976810
42977067,42976887,42977126,42976841,42976896,42976885,42976856,42976807,42977050,42976978
42977080,42976887,42976937,42976841,42976896,42976963,42977170,42976943,42977050,42976809
42976830,42976953,42976937,42977065,42976826,42976903,42976856,42977010,42977043,42976948
42976817,42976953,42977087,42977159,42976956,42976885,42977128,42976977,42976807,42976847
42976953,42976887,42976941,42976881,42977054,42976963,42977170,42976943,42977043,42976809
42976830,42976887,42977087,42976841,42976896,42977031,42977097,42976884,42976972,42976943
42976817,42976953,42976937,42976881,42977129,42976814,42976862,42976847,42977043,42976948
42976953,42976887,42976969,42976912,42977144,42976885,42977170,42977043,42977017,42976930
42977093,42976887,42976937,42976841,42976896,42977031,42976862,42977050,42976869,42976962
42977067,42976887,42976923,42977159,42977144,42977031,42977097,42977172,42977050,42976943
42976817,42976887,42976937,42976841,42977129,42977031,42976869,42977010,42976860,42976810
42976817,42976887,42977139,42976881,42976826,42976808,42976845,42977043,42976930,42976978
42976953,42976887,42976969,42976811,42976826,42976963,42977128,42976946,42977043,42976978
42977080,42976887,42976937,42976912,42977129,42976903,42976856,42976807,42977043,42976933
42976817,42976887,42977139,42976912,42977129,42976914,42976862,42976948,42977010,42977043
42977067,42976887,42976923,42977065,42976896,42976963,42977170,42976807,42976809,42976943
42977093,42976887,42977139,42977065,42976896,42976914,42976856,42976977,42977010,42977050
42976953,42976887,42977087,42976881,42977144,42977031,42977170,42976884,42977172,42977043
42976830,42976953,42976937,42976881,42976956,42977039,42976963,42976809,42976943,42976908
42976953,42976887,42977026,42976912,42977129,42976808,42976862,42976908,42976943,42976948
42976953,42976817,42976937,42976894,42977144,42977031,42977097,42977172,42977103,42976962
42976953,42976887,42976941,42977159,42976826,42976901,42977128,42976946,42976943,42976948
42976817,42976953,42976937,42976881,42976956,42976850,42976822,42977043,42976978,42976815
42976830,42976953,42976937,42976912,42976956,42976885,42976856,42976948,42977010,42976908
42976953,42976887,42976923,42976912,42977129,42977039,42976963,42976933,42976889,42976943
42976953,42976817,42976825,42977161,42977129,42976885,42977128,42976847,42976807,42977043
42976830,42976887,42976923,42976841,42976896,42977031,42976963,42976809,42976908,42976943
42976849,42976887,42976937,42976841,42976896,42977039,42977170,42976847,42976908,42976809
42977067,42976887,42977139,42976841,42976896,42977031,42976856,42976810,42977050,42976809
42976830,42976953,42976937,42976912,42976956,42976903,42976822,42976933,42976943,42977103
42976830,42976887,42976937,42976860,42976826,42976914,42976845,42976943,42977050,42976810
42977067,42976887,42977087,42977065,42976826,42977031,42976967,42976884,42977172,42976943
42976817,42976953,42976937,42977161,42976956,42976901,42976862,42976807,42976847,42977103
42977080,42976953,42976937,42976912,42977129,42976814,42976862,42976809,42976943,42977103
42976817,42976887,42977126,42976841,42977054,42976885,42977128,42976977,42976847,42976807
42976830,42976887,42976937,42976841,42976896,42977039,42977097,42976869,42976908,42977050
42976817,42976887,42977139,42976841,42976896,42976885,42977097,42988357,42976948,42977050
42977093,42976887,42976825,42977065,42977054,42976901,42977128,42976807,42976908,42976943
42977067,42976887,42977139,42977065,42976896,42976914,42976845,42976807,42977050,42976978
42977093,42976887,42977139,42977159,42976896,42976914,42977128,42976908,42977050,42976809
