P,P,C,1B,2B,3B,SS,OF,OF,OF
42926499,42926486,42926530,42926512,42926558,42926799,42926502,42926570,42926624,42926541
42926499,42926486,42926534,42926604,42926558,42926579,42926519,42926606,42926506,42926555
42926499,42926486,42926585,42926512,42926513,42926577,42926502,42926624,42926570,42926632
42926499,42926486,42926534,42926566,42926508,42926646,42926552,42926551,42926612,42926504
42926499,42926486,42926530,42926549,42926558,42926579,42926552,42926624,42926541,42926504
42926492,42926499,42926530,42926663,42926558,42926519,42926502,42926570,42926501,42926541
42926492,42926486,42926534,42926540,42926538,42926563,42926519,42926612,42926606,42926541
42926499,42926486,42926561,42926591,42926549,42926799,42926519,42926501,42926690,42926504
42926499,42926486,42926537,42926525,42926595,42926584,42926502,42926683,42926624,42926506
42926493,42926486,42926534,42926604,42926538,42926579,42926519,42926612,42926541,42926555
42926499,42926486,42926561,42926566,42926558,42926691,42926502,42926570,42926504,42926589
42926496,42926486,42926530,42926512,42926595,42926579,42926519,42926562,42926624,42926541
42926492,42926499,42926544,42926512,42926511,42926519,42926502,42926555,42926632,42926639
42926492,42926486,42926530,42926663,42926558,42926579,42926552,42926624,42926555,42926504
42926486,42926491,42926530,42926663,42926558,42926579,42926502,42926570,42926624,42926555
42926486,42926491,42926530,42926663,42926558,42926579,42926502,42926606,42926570,42926555
42926486,42926491,42926530,42926591,42926595,42926579,42926502,42926562,42926624,42926541
42926492,42926486,42926585,42926540,42926595,42926691,42926502,42926570,42926501,42926632
42926499,42926486,42926537,42926525,42926513,42926608,42926519,42926555,42926690,42926541
42926493,42926486,42926585,42926540,42926595,42926635,42926502,42926501,42926570,42926707
42926492,42926486,42926534,42926604,42926515,42926577,42926538,42926529,42926613,42926606
42926499,42926486,42926544,42926540,42926511,42926608,42926571,42926597,42926501,42926632
42926496,42926486,42926530,42926512,42926558,42926691,42926502,42926570,42926690,42926541
42926492,42926486,42926534,42926591,42926538,42926799,42926519,42926501,42926551,42926690
42926499,42926486,42926530,42926629,42926577,42926519,42926564,42926613,42926541,42926504
42926499,42926486,42926585,42926512,42926513,42926577,42926502,42926621,42926624,42926570
42926492,42926486,42926585,42926540,42926595,42926691,42926502,42926570,42926503,42926632
42926492,42926499,42926645,42926512,42926508,42926556,42926502,42926624,42926588,42926504
42926499,42926486,42926534,42926604,42926513,42926584,42926571,42926597,42926551,42926506
42926499,42926489,42926537,42926525,42926595,42926556,42926502,42926624,42926501,42926562
42926499,42926489,42926537,42926525,42926595,42926556,42926502,42926624,42926562,42926504
42926496,42926486,42926537,42926525,42926595,42926691,42926502,42926570,42926506,42926690
42926493,42926486,42926544,42926540,42926511,42926691,42926502,42926570,42926624,42926632
42926492,42926486,42926544,42926540,42926595,42926615,42926502,42926503,42926707,42926632
42926493,42926486,42926645,42926512,42926577,42926635,42926502,42926501,42926570,42926707
42926492,42926486,42926640,42926512,42926595,42926691,42926502,42926613,42926501,42926647
42926878,42926486,42926534,42926540,42926538,42926563,42926519,42926612,42926606,42926541
42926878,42926486,42926534,42926540,42926538,42926799,42926519,42926612,42926606,42926504
42926486,42926491,42926679,42926604,42926515,42926577,42926564,42926612,42926501,42926551
42926492,42926499,42926516,42926512,42926508,42926691,42926502,42926570,42926514,42926619
42926492,42926486,42926561,42926604,42926508,42926646,42926560,42926624,42926589,42926504
42926492,42926486,42926585,42926540,42926558,42926615,42926502,42926503,42926707,42926632
42926486,42926494,42926537,42926525,42926595,42926691,42926502,42926510,42926570,42926690
42926496,42926486,42926544,42926540,42926595,42926691,42926502,42926570,42926503,42926632
42926493,42926486,42926537,42926591,42926508,42926799,42926519,42926690,42926504,42926619
42926493,42926486,42926530,42926549,42926558,42926579,42926552,42926624,42926504,42926589
42926499,42926486,42926544,42926540,42926511,42926532,42926538,42926612,42926606,42926551
42926499,42926486,42926537,42926549,42926513,42926584,42926566,42926597,42926504,42926589
42926496,42926486,42926530,42926540,42926558,42926579,42926519,42926605,42926504,42926707
42926492,42926493,42926530,42926512,42926558,42926579,42926502,42926570,42926562,42926555
42926496,42926499,42926645,42926512,42926515,42926691,42926502,42926522,42926529,42926501
42926497,42926486,42926679,42926549,42926508,42926584,42926538,42926551,42926606,42926504
42926493,42926486,42926530,42926549,42926558,42926579,42926552,42926690,42926504,42926589
42926496,42926486,42926530,42926591,42926515,42926799,42926519,42926613,42926529,42926522
42926492,42926486,42926634,42926629,42926595,42926563,42926564,42926624,42926501,42926506
42926486,42926491,42926561,42926591,42926508,42926799,42926519,42926690,42926504,42926619
42926499,42926491,42926537,42926591,42926513,42926519,42926502,42926683,42926510,42926541
42926499,42926486,42926561,42926549,42926508,42926577,42926559,42926612,42926606,42926504
42926499,42926489,42926568,42926512,42926549,42926563,42926502,42926596,42926626,42926504
42926497,42926486,42926544,42926540,42926511,42926579,42926519,42926541,42926555,42926707
42926492,42926489,42926534,42926518,42926508,42926646,42926552,42926612,42926551,42926514
42926492,42926486,42926634,42926629,42926508,42926563,42926699,42926501,42926506,42926647
42926499,42926486,42926530,42926591,42926558,42926699,42926519,42926509,42926501,42926647
42926492,42926486,42926634,42926540,42926511,42926635,42926564,42926501,42926596,42926632
42926496,42926486,42926537,42926525,42926513,42926799,42926519,42926597,42926541,42926555
42926493,42926489,42926537,42926512,42926595,42926635,42926502,42926570,42926501,42926707
42926492,42926486,42926634,42926629,42926511,42926563,42926699,42926501,42926506,42926647
42926499,42926486,42926561,42926512,42926595,42926691,42926502,42926509,42926597,42926589
42926499,42926491,42926530,42926525,42926513,42926579,42926502,42926510,42926683,42926541
42926492,42926486,42926634,42926629,42926595,42926563,42926564,42926501,42926596,42926506
42926496,42926486,42926561,42926566,42926549,42926583,42926519,42926501,42926555,42926690
42926496,42926486,42926561,42926549,42926515,42926583,42926564,42926624,42926501,42926589
42926499,42926489,42926568,42926525,42926513,42926563,42926699,42926529,42926510,42926506
42926492,42926486,42926634,42926540,42926511,42926577,42926564,42926501,42926606,42926632
42926492,42926489,42926544,42926540,42926508,42926646,42926560,42926551,42926612,42926504
